hnit	ﺭﺪﺼﻣ
blos	ﺱﻮﺑﻮﺗﺍ
sles	ﯽﭼﺭﻮﺴﻧﺎﺳ
tlif	ﯽﺷﺎﮐ
kses	ﺲﯿﺳﻮﺳ
mwot	ﻲﮕﻧﺮﻓﻪﺟﻮﮔ
lyot	خودکار
tsom	ﻢﯿﺳﺎﺘﭘ
brut	ﯼﺯﺎﺠﻣ
djap	ﺮﺒﺟ
hjok	ﯽﻣﻮﻤﻋ
kfen	مفاهیم
pcok	ﯼﺮﺼﺑ
bzut	ﻥﺩﺍﺩﻥﺎﮑﺗ
syek	ﯼﺭﺎﮑﯿﺑ
mruc	ﻡﺎﺷﺍﻥﻮﺧ
bwas	ﺮﮔﺭﻭﺮﻣ
klif	ﻢﯿﺴﻠﮐ
rwet	ﺭﻭﺩﻩﺍﺭﺯﺍﻪﺘﺷﺬﮔﺖﻔﺳ
srif	ﯽﺨﯾﺭﺎﺗﺖﻔﺳ
hwem	ﻒﯿﻃ
syom	ﻢﯾﺪﺳ
tyos	ﯽﻟﻮﺘﻣ
jyic	ﻥﺎﮔﻭﺮﮔ
hguk	ﻭﺪﮐ
dwun	ﮎﻭﺮﭼﻭﻦﯿﭼ
swip	ﺦﯿﻣ
tlec	ﮏﯿﺗ
blaf	ﺯﻭﺎﺠﺗ
tsem	ﺩﺎﺤﻟﺍ
mloc	ﺭﻮﺘﯿﻧﺎﻣ
gyot	ﻁﻭﺮﺸﻣ
trop	ﺮﮕﺷﻭﺎﮐ
rwap	سهماهه
hjep	ﺲﻨﺟ
pyim	ﻦﯿﺗﻼﭘ
dlon	ﯽﯾﺎﺗﻭﺩﺩﺪﻋ
pcep	ﻪﯾﺭ
twuk	تمیزکاری
tyec	ﺐﺴﭼﺮﺑ
syup	ﻩﺩﺎﻌﻟﺍﻕﻮﻓ
trom	ﯽﻗﺮﺑﻦﮔﺍﻭ
nyip	ﯽﻠﺤﻣﺕﺭﻮﺻﻪﺑ
glis	ﻞﯿﺋﻭﺯﺎﮔ
gjik	ﻪﯿﻠﮐ
hjos	بیمراقبت
hjuc	ﺕﺭﺎﻏ
swek	پرکار
psek	ﮏﯿﻨﺳﺭﺁ
twok	ﯼﺭﺎﻣﺁ
tsep	ﺦﻠﻣ
slos	ﺖﺴﯿﻟﺎﯿﺳﻮﺳ
nwim	ﯽﺴﺣﯽﮐﺭﺪﻣﺖﻟﺎﺣ
tlop	سفره
trus	ﺰﯿﮕﻧﺍﺮﺑﺚﺤﺑ
pwot	ﯽﯾﺎﺗﻪﺳﻪﺘﺳﺩ
djot	ﺏﻮﺳﺭ
nloc	ﺶﻧﺯﺮﺳ
mwon	ﻪﺒﺗﺮﯿﻟﺎﻋﻦﯾﺭﻮﻣﺎﻣ
hjek	ﻥﺪﺷﯽﻧﺍﻭﺩﺐﺳﺍﺭﺎﮐﺭﺍﻮﺳ
crom	ﻥﺩﺮﮐﯼﺭﺎﮑﻤﻫ
myon	ﻪﯾﺮﻟﺍﺕﺍﺫ
twec	ﻦﺘﻓﺮﮔﺎﺟ
ryek	ﮏﺷﻮﻣ
dlic	ﻡﺎﻬﺳﺩﻮﺳ
kwet	ﻥﺩﺮﮐﯼﺯﺎﺑﺖﯿﮑﺳﺍ
bwen	ﺱﺍﻮﺳﻭ
plon	ﺺﯿﺼﺨﺗ
syon	نفسنفسزدن
djis	ﻝﺎﺘﯿﺠﯾﺩ
byut	ﻩﺩﺎﻣﮓﺳ
hyep	ﮏﻠﭘ
dwon	ﺏﺭﻮﻣ
byis	ﺭﺎﯿﺸﻫﻪﻤﯿﻧ
brec	ﻭﺮﺑﺍﻂﺧ
cyec	ﻪﺴﻄﻋ
hwop	وات
clus	ﺭﺍﺩﻩﺪﻨﺧ
kfun	تصرف
nwum	ﻭﺪﻨﻫﻦﯿﯾﺁ
fyim	ﺮﺟﺎﻬﻣ
cwos	ﻞﺗﺎﺷ
tfoc	دردشدیدوناگهانی
pwon	ﻦﻴﺌﺗﻭﺮﭘ
sraf	خودراضی
hbom	ﻥﺩﺮﮐﻍﺍﺮﻔﺘﺳﺍ
gyen	ﻥﮊ
drim	ﻩﺪﮑﺸﻧﺍﺩﻝﻭﺍﻝﺎﺳﯼﻮﺠﺸﻧﺍﺩ
trem	ساز
tsup	ﻦﺘﺴﮑﺷ
slok	ﯽﺳﺎﻨﺷﻪﻌﻣﺎﺟ
kwoc	ﺵﺍﻮﮑﺳﺍ
bwam	ﻩﺪﻨﻫﺩﯼﺍﺭ
mlok	ﮎﺮﺤﺗ
kyen	ﯼﺍﻪﻘﻄﻨﻣ
hmop	ﺖﮐﺮﺣﺭﺍﻮﺷﺩ
rwek	ﺮﮕﻧﻪﺘﺷﺬﮔ
kfup	ﺐﻌﮑﻣ
grok	ﺞﯾﻮﻫ
drap	تلهانداختن
lwis	ﯽﻟﻮﮑﻟﻮﻣ
ksuc	ﺐﺳﺎﺤﻣ
tsop	ﻦﻔﻌﺗ
kyok	ﺭﺎﯿﺧ
nroc	ﯽﺷﺎﯿﻋ
jlot	ﻝﻼﺣ
psof	ﺕﺎﻔﺴﻓ
hgif	ﻥﺩﺮﮐﺏﻭﺬﺠﻣ
kfim	ﯽﯾﺎﯿﻠﻗ
psos	ﮏﯿﺘﺳﺎﻨﻤﯾﮊ
pfen	تایید
kcom	ﻥﺍﺩﺩﺎﺼﺘﻗﺍ
krom	ﻝﻮﮔﺮﯾﻭ
tluk	ﻥﺩﺭﻮﺧﻝﻮﻟ
hyom	ﺪﯾ
nwuc	ﺖﮐﺮﺣﯽﺒﯿﺷﺍﺮﺳ
gjac	ﻦﯿﻨﺟﻂﻘﺳ
pcom	ﻑﻼﻏ
dzic	ﺡﺍﺮﻃ
grun	رجزخوانی
dzot	ﻩﺪﻨﻫﺩ
hzek	ﺰﻨﮕﻨﻣ
kfot	ﺪﯿﻠﮐﻪﺤﻔﺻ
jlas	غیرقابلاعتماد
lyim	ﻪﺒﺨﻧ
jyen	ین
pcaf	ﺰﺘﻧﺍﺮﭘ
rwip	ﯽﺒﮔﺭ
blip	ﺱﺪﻘﻣﺏﺎﺘﮐ
kyoc	نسبمیانعلتومعلول
lyon	ﻢﺧﺯ
flis	ﻑﺮﺻ
nrif	ﻥﺩﺭﻮﺧﮎﺪﻧﺍﮎﺪﻧﺍ
kfam	ﯽﻣﻮﺘﻧﺍﻮﮐ
swes	ﺖﮐﺍﮊ
lwon	ﯽﻠﻣﺎﮑﺗ
drec	ﯽﻓﺎﮑﺷﺪﺒﻟﺎﮐ
gjap	آبگرم
lyec	ﯽﻄﺧ
tyom	ﻪﻣﺮﺳﮓﻨﺳ
pwuk	superessiveﺩﺭﻮﻣ
flaf	ﺎﻔﻟﺁ
myim	ﻥﻮﺼﻣ
pcek	ربایش
bjac	ﯼﺯﺎﺳﻮﺠﺑﺍ
bzac	ﻥﺩﺮﮐﻩﺎﺗﻮﮐ
bzak	ﺏﺍﺭﻮﺟ
twes	ﻥﻮﯾﺰﯾﻮﻠﺗ
dwut	مستند
ksom	ﻥﺎﻬﯿﮐ
lyis	ﯼﺭﺍﺪﻠﮕﻨﺟ
lwim	ﻡﻮﯿﻨﯿﻣﻮﻟﺁ
ksok	ﻪﭽﯾﺍﺯ
sruc	تسریع
dlif	ﯽﯾﺎﯾﺭﺩﺯﺍﺮﮔ
byik	ﻞﺗﺎﻗ
tfec	ﺮﻳﺮﺤﺘﻟﺍﻡﺯﺍﻮﻟ
hjaf	ﺭﺍﺪﻧﺎﺘﺴﭘ
ryok	ﻞﮑﺗﻭﺮﭘ
dwis	ﺪﯿﺴﮐﺍﯼﺩ
jlon	ﮒﺭﺰﺑﻩﺩﻭﺭ
brus	ﯼﺭﻻﺎﺳﻥﺍﻮﯾﺩ
gjak	ﻥﺎﺸﮑﻬﮐ
lyip	ﯽﻨﯿﻟﺎﺑ
ryem	ﻡﻮﯾﺩﺍﺭ
href	ﻖﯿﻗﺭ
prok	ﻝﺎﭽﺨﯾ
slep	ادمشهوانی
dret	ﺭﺍﺮﮑﺗ
kluk	ﯽﺳﺎﻨﺷﻥﺎﺘﺳﺎﺑ
dlis	شیوهویژههرنویسنده
kfip	ﻝﻮﺒﻗﻞﺑﺎﻗﺮﯿﻏ
mlec	ﮊﺎﺳﺎﻣ
pfif	ﺕﺎﺼﺨﺸﻣ
nrec	ﯽﺴﺣ
pfet	ﻩﻭﺰﺟ
hzoc	ﻥﺩﻮﺑﯼﺰﯿﺟﻪﻨﯿﻣﺯ
dlam	درحالتایدهآل
nlec	ﯽﺳﺎﻨﺷﻡﺩﺮﻣ
kluc	ﻢﻌﻃﺵﻮﺧ
dyet	ﻥﺍﺪﺳ
tyif	ﯼﺪﻌﺘﻣ
krus	ﻥﺪﺷﻻﻭﺩﺱﺮﺗﺯﺍ
nluc	ﻥﺍﺩﺮﮕﺑﺎﺘﻓﺁ
lyun	ﻥﻮﯾ
zrot	استرداد
ksif	ﺭﺩﻥﺩﺮﺑﺖﺳﺩ
psif	ﺮﺸﻧ
crup	ﻭﻒﮐ
fret	ﻩﺪﻨﺑﺎﯾ
grut	ﻥﺩﺮﮐﺱﻮﮑﻌﻣ
ksec	همکلاسی
jric	برنامهسفر
mrop	ﻮﯾﻭﻭﺮﮑﯾﺎﻣ
srus	ﻥﺩﺮﮐﺭﺎﻨﮐﺮﺑ
gyas	ﻥﺎﻤﻠﺳ
floc	ﻪﻣﺎﻋﮓﻨﻫﺮﻓ
plek	ﮒﺮﯾﻮﻣ
nwop	ﻦﯾﺮﺳ
nrom	کنترلکننده
twos	تروریسم
lwok	ﺭﺎﻌﺷ
dwet	بهمرور
slem	ﻥﺩﺮﮐﻪﯿﻔﺼﺗ
grip	ﺦﯿﺳ
gwas	وای
kwok	ﺖﻟﺎﺒﮐ
gwon	ﺮﺳﻭﺩﻮﺟ
hdop	ﺖﮐﺮﺣﻪﻧﺎﺧﺩﻭﺭﯼﻻﺎﺑ
glam	ﺪﻌﻘﻣ
bwot	ﯼﻭﺎﮔ
bren	ﻩﺩﻭﺭ
byot	ﯼﺮﯾﻮﺼﺗ
bjik	ﻢﯾﺮﺤﺗ
kwim	ﻥﺎﺤﺘﻣﺍ
cwek	ﯽﮐﺎﻫ
grif	ﻥﺍﺰﯿﺗﺭﺎﭘ
hgem	ﻢﯾﺰﯿﻨﻣ
hyes	ﻉﻼﻃﺍ
fram	داروخانه
nwos	unambitious
ryap	تنظیممجدد
cwim	ﻥﺎﻨﯿﻤﻃﺍﺖﯿﻠﺑﺎﻗ
klep	ﯽﯾﺎﯾﺭﺩﻪﻨﺷﺍ
psec	پرداختن
djic	درسراسرجهان
kfut	ﺐﺷﻦﯿﻌﻣﺖﻋﺎﺳﺭﺩﯽﺷﻮﻣﺎﺧﻭﯽﻣﺎﻈﻧﺖﻣﻮﮑﺣﺕﺍﺭﺮﻘﻣ
crep	ﺮﮔﺮﺒﻤﻫ
frim	ﻪﯿﻀﻗ
gjas	ﻥﺩﺮﮐﻦﺷﻭﺭ
hdef	بدهی
ryum	ﻡﻮﯿﻧﺍﺭﻭﺍ
pluk	ﯽﺑﺎﯾﺯﺭﺍ
krop	ﻥﺩﺮﻛﮓﻨﻫﺎﻤﻫ
nraf	ﻩﺪﻨﻫﺩﺕﺎﯿﻟﺎﻣ
tyes	ﻪﭼﺭﺎﭙﮑﯾ
plip	ﺭﺎﻬﻇﺍ
hgom	ﺎﻣﺎﮔ
hgus	ﺐﯾﺮﺿ
cwuc	ﯼﺭﺎﺨﺑ
zret	ﻥﺩﺮﮐﻖﯾﺮﻔﺗ
nles	ﺮﮕﻠﯿﻠﺤﺗ
trof	ﻡﺯﻻ
hmof	ﺪﯾﺮﺧﺰﮐﺮﻣ
hzim	ﺕﻮﻤﺴﯿﺑ
dzac	کسیکهشام​​میخورد
psok	ﻝﺎﺘﺴﭘﺕﺭﺎﮐ
blon	ﯽﯾﺍﺮﮕﻤﻫ
djet	ﻥﺪﺷﺕﺮﭘ
ksum	ﻥﺍﺭﺍﺪﻣﺎﻬﺳ
mrup	ﺏﺮﮑﯿﻣ
clif	ﭻﯿﭘﺭﺎﻣ
cloc	ﯽﮑﯾﮊﻮﻟﻮﻓﺭﻮﻣ
tfes	وراج
gjis	ﻦﯿﺟﺭﺍﻮﻠﺷ
jren	همترازی
tlep	ﻩﺩﺍﺩﻩﺎﮕﯾﺎﭘ
kcup	کوپن
glot	ولتاژ
glut	ﺏﺎﺴﺣﻦﯿﺷﺎﻣ
srep	ﯼﺯﺎﺠﻣﯼﺎﻀﻓ
nwes	ﺭﺍﺬﮔﻪﯾﺎﻣﺮﺳ
ksef	ﺲﮑﯾﺍﻪﻌﺷﺍ
bzis	ﺍﺰﯾﻭ
frut	ﺖﺧﺎﺳﺮﯾﺯ
nyuk	ﺏﺎﺗﺐﺷﻡﺮﮐ
dyik	ﺏﺎﯾﺩﺭ
plec	ﻥﺩﺮﮐﻞﺼﺘﻣﻢﻫﺎﺑ
brom	ﻡﺮﺑ
plop	ﻡﻮﯾﺩﻻﺎﭘ
zlik	ﻥﻮﮑﯿﻠﯿﺳ
flut	ولت
ksop	ﯽﺘﺷﺍﺪﻬﺑﻭﯽﺸﯾﺍﺭﺁﻡﺯﺍﻮﻟ
gjun	نظافت
kfok	ﻪﮑﺴﮑﺳ
hpof	ﻩﺩﺍﺩﻮﺑﺕﺭﺫ
hzuk	ﺶﺣﻭﻍﺎﺑ
nyoc	ﯽﻨﻤﺿﺖﻟﻻﺩ
jwak	ﺎﮔﻮﯾ
brim	ﻢﯾﺭﺎﺑ
kles	ﻥﺪﯾﺮﺑﺮﺳ
mwam	ﻩﺭﺁ
fwik	اتشبازی
djas	ﺯﺎﺟ
dyim	ﯽﻌﻤﺳ
tsum	ﻦﺘﺴﮕﻨﺗ
drip	ﻥﺪﯿﻧﺎﮑﭼ
lyaf	ﻪﻘﻔﻧ
prom	ﺲﯾﻮﻧﻪﻣﺎﻧﺮﺑ
nrup	ﯼﺩﻭﺭﻭ
hfes	ﯽﺑﺎﺗﺯﺎﺑ
rwaf	ﯼﺩﻭﺍﺩﻞﮔ
dlen	ﺕﺍﺪﻨﺘﺴﻣ
byas	ﻦﺴﮐﺍﻭ
fron	ﻦﻴﺋﻭﺮﻫ
dluk	قطعشدن
dyun	ﻥﺩﺍﺩﺺﯿﺨﺸﺗ
flap	ﻪﺷﻮﭘ
kfet	ﺪﺗﺎﮐ
dlim	ﻱﮊﻮﻟﻮﺋﺪﻳﺍ
prek	ﮓﻨﯿﮐﺭﺎﭘ
syoc	ﯼﺭﻮﻓﺲﮑﻋ
slus	دسترسی
nlos	ﺝﻭﺍﺩﺎﭘ
mlen	ﻡﻮﯿﻨﻠﺳ
pres	ﺮﺸﻗ
hlof	ﺩﺮﮔﻮﮔ
nlek	ﯼﺭﺎﺟﻁﺎﺒﺗﺭﺍﺮﮕﻧﺎﺸﻧ
gwot	ﻩﺎﮔﺩﻭﺮﻓ
mwip	ﺯﺎﺑﻞﻏﺩ
klop	ﻡﺎﻤﺣﮏﺳﻮﺳ
kwom	ﻡﻭﺮﮐ
hl6t	ﺮﺘﯿﻟ
nwec	ﺩﻮﺟﻭﻦﯾﺍﺎﺑ
glip	ﯼﺎﻬﺧﺮﭼ
nrop	لیستحقوق
crum	ﻥﻮﻣﺭﻮﻫ
dlep	توسعهدهنده
frot	ﻥﺩﺮﮐﺥﺍﺭﻮﺳ
bwoc	ﯼﺭﺎﮑﺑﺍﺮﺧ
fwis	ﻥﺎﻧﺯﻕﻮﻘﺣﺭﺍﺪﻓﺮﻃ
djok	ﺝﻭﺩﺰﻣ
draf	ﻥﺩﺮﮐﻦﯾﻮﻧ
trum	ﯽﻃﺍﺮﻓﺍ
graf	ﻢﺘﯾﺭﻮﮕﻟﺍ
lwes	ﺭﺰﯿﻟ
mlem	ﺮﺘﻤﯿﻠﯿﻣ
flen	ﻥﺩﺮﮐﻢﺧ
zlot	ﺪﻧﺁ
swok	ﻥﺪﺷﻊﻤﺟ
klec	سگخسته
pwim	ﺖﻗﻭﻩﺭﺎﭘ
htuf	ﻦﺗﯽﻫﺎﻣ
fyis	تصفیهخانه
lwet	ﺖﯿﺳﺎﺴﺣ
mrem	ﯼﺰﮐﺮﻣﻩﺪﻧﺯﺍﺩﺮﭘ
jwic	دوبارهجوانسازی
droc	ﻩﺪﻨﻫﺩﻥﺎﺸﻧ
clem	ﻡﻮﯿﻠﻫﺯﺎﮔ
dzik	ﻪﻧﺎﺑﺯﻭﺩ
psem	ﺎﻤﺳﻼﭘ
hjom	ﻡﻭﺯﻮﻣﻭﺮﮐ
rwuc	ﯽﺒﯿﺗﺮﺗ
tyus	ﺢﯿﺤﺻﺩﺪﻋ
klom	ﺮﺘﻣﻮﻠﯿﮐ
hfos	ﺲﮑﻓ
nwek	ﮏﯿﺘﻧﮊ
jrap	ﯽﺘﺷﻮﮔﭻﯿﭘ
zwas	ﺍﺬﻏﺶﯿﭘ
bwok	ﯽﻠﮐﻭﺮﺑﻢﻠﮐ
dwap	آداپتور
syem	ﺎﻫﻪﻣﺎﻧﺯﺮﻫ
blek	ﺭﺍﺩﺮﺑ
tlus	ﮏﯿﺘﮐﺎﺗ
pyif	نامشخص
cwoc	ﺏﻮﺧﺭﺎﻴﺴﺑ
mrep	امپر
hbem	ﻦﯿﻣﺎﺘﯾﻭ
hxan	دربان
hxut	یارانه
hk6m	ﻡﻮﯿﻣﺩﺎﮐ
hxin	همبودی
txin	ﻡﻮﯿﻧﺎﺘﯿﺗ
kxin	کیلو
klum	ﻥﺩﺮﮐﯽﺴﻨﺟﺖﺑﺭﺎﻘﻣ
xlis	ﯽﻨﺷﺖﻋﺎﺳ
hqak	ﯼﻮﺤﻧ
hxat	خلاقیت
hxik	الکترونیکیکتاب
hxas	محلکار
bxon	ﺭﻮﺑ
dxin	اندوکتانس
hxit	ﺮﺘﭘﻮﮐﯽﻠﻫ
tlum	ﻢﯾﺭﻮﻠﺗ
txit	ﻞﺟﻻﺍﺏﺮﺿ
kxat	ﻥﺩﺯﮓﻧﺯ
hvik	ﻦﯿﭼ
nluk	ﯽﺳﺎﯿﻗ
nyem	ﺮﺘﻣﯽﺘﻧﺎﺳ
hm6t	ﻡﻮﻧﺪﺒﯿﻟﻮﻣ
hl6m	ﻡﻮﯿﺘﯿﻟ
ht6t	ﯼﺮﯾﻮﺼﺗﯽﺗﻮﺻ
xlit	ﯼﺮﻟﺎﮐ
ryop	ﺕﺎﺑﺭ
pxas	ﺯﺎﺳﻭﺭﺍﺩ
hxak	ﻒﯿﻠﮑﺗ
lwif	مکانی
grim	ﻢﺘﯾﺭﺎﮕﻟ
hqat	ﮎﺪﻧﻮﺧﺍ
qlit	ﯽﺳﺎﻨﺷﻡﻮﺑ
xlik	ﻥﺩﺮﮐﻪﻄﺴﻔﺳ
mlep	ﺐﻟﺎﻗ
hqit	رادیواکتیویته
kxim	ﻮﻠﯿﮐ
hxen	مستاجر
hxot	ﻥﺩﺭﻮﺧﺮﭘ
kyif	رونویسکننده
fwet	ﻥﺎﮕﯾﺍﺭﺭﺍﺰﻓﺍﻡﺮﻧ
txet	ﻪﻋﻮﻤﺠﻣﺮﯾﺯ
hs6n	ﯽﭘﺭﺩﯽﭘ
hxet	ﻥﺩﺮﮐﻊﻤﺳﻕﺍﺮﺘﺳﺍ
xrat	ﻮﻣﺡﻼﺻﺍ
hqan	ﻦﺘﺷﺍﺩﻪﮕﻧ
hr6t	ﻡﻮﯾﺪﯾﺮﯾﺍ
bxat	ﺪﻧﺎﺑﯼﺎﻨﻬﭘ
dxet	ﭖﺎﺘﮑﺳﺩ
hxis	ﯽﯾﺎﻤﻧ
hxok	ﺩﺎﺘﺳ
hxek	ﻦﺘﺷﺍﺬﮔﺎﺟ
srem	ﻢﯾﺮﺳ
hp6t	وابستهبهجزء
pxik	ءﺰﺟﻪﺑﻪﺘﺴﺑﺍﻭﺩﺭﻮﻣ
kxet	ﺖﺳﺎﮐ
pruk	ﺖﮐﺭﺎﻣﺮﭘﻮﺳ
hvit	ﻩﺩﺍﺭﺍﯼﻭﺮﯿﻧ
xlin	ﻦﯾﻼﻓﺁ
frip	ﯼﺭﺍﺬﮔﺰﻣﺭ
hvep	درOverpay
hxon	ﯼﺯﺎﺳﻡﺎﮕﻤﻫ
kxit	ﻦﺘﺧﺎﺳﻪﻨﯿﺸﯿﺑ
hqin	ﺭﺎﻨﯿﻤﺳ
tr6n	استریو
ht6n	ﺖﺴﺑ
hvat	نزدیک
sl6s	سانتیگراد
hn6n	ﻥﻮﺌﻧ
ts6t	ﯽﻌﻗﺍﻭﻥﺎﻣﺯ
hvin	سادهکردن
pxat	دکهروزنامهفروشی
myoc	ﺪﺣﺍﻭ
ps6s	ﺎﺘﺳﺎﭘ
bwek	ﻒﯿﮐ
dlok	لوکس
fraf	ﻝﺍﻭﺮﯾﺎﻓ
hr6k	ﻉﻮﻨﺼﻣ
txat	وقتناهار
hqon	ﯽﻫﻮﮐﻪﻧﻮﭘ
pxun	ﻡﻮﯿﻧﻮﺗﻮﻠﭘ
ks6n	ﯼﺭﺎﮐﯼﺎﻫﻩﺎﮕﺘﺴﯾﺍ
slef	ﯽﻗﺮﺑﻪﻠﭘ
xrit	ﻖﯾﺮﻏﺕﺎﺠﻧ
hvut	بسیارشلوغکردن
xrim	ﻢﯾﺮﺘﯾﺍ
hx6t	ﻩﺪﻧﻮﺷﻢﮐﺍﺮﺘﻣ
hqum	ﯼﺮﺑﺭﺎﮐﻡﺎﻧ
hl6n	فروشندگان
gron	ﻥﻮﮔﺭﺁ
pxan	تبلیغاتی
hvac	ﯽﯾﻮﺸﻓﺮﻇﻦﯿﺷﺎﻣ
xlan	ﻥﺪﺷﯽﻧﺎﻬﺟ
txon	ﺝﻮﻣﻝﻮﻃ
xrik	ﺖﻓﺎﯾﺯﺎﺑ
hxap	ﯽﺘﺸﭘﻪﻟﻮﮐ
hxac	ﻩﺭﺎﺑﻭﺩﻉﻭﺮﺷ
xyat	ﺖﯿﺗﺎﭙﻫ
cwep	چک
hxos	ﻪﭽﯿﻫﺎﻣ
txif	ﻑﻭﺮﺣﮏﺒﺳ
qlat	دلالمعاملاتملکی
txot	اواسطپاییز
hxam	ﻡﺮﮔﻡﺭﺍﺰﻫﮏﯾ
pxis	ﻞﺴﮑﯿﭘ
pwif	پیشنمایش
txam	ﻢﻟﺎﺘﻧﺎﺗ
myek	ترمودینامیک
hbop	ﺭﺩﻦﺘﺴﮑﺷ
hqot	ﻝﻮﻠﺤﻣﺭﺩﺩﻮﺟﻮﻣ
xlic	ﺭﺍﺩﺥﺮﭼﯽﻟﺪﻨﺻ
gxit	ﻡﺎﻋﻞﺘﻗ
hvan	آتشنشانی
glim	ﻡﻮﯿﻟﺎﮔ
pfop	ﭖﺎﭘﻻﺎﺑ
hzum	ﻡﻮﯿﻧﻮﮐﺮﯾﺯ
xlon	تدریسخصوصیدرخانه
qlin	ﯽﻄﺧﺮﯿﻏ
kxam	ﻢﯾﺪﻧﺎﮑﺳﺍ
blim	ﻡﻮﯿﻠﯾﺮﺑ
kxik	ﯼﺪﻨﺑﺮﮑﯿﭘ
nr6n	ﯽﺒﺼﻋﻪﺘﺧﺎﯾ
hpef	ﯼﺪﻨﺴﻣ
hruf	ﺮﺗﻭﺭ
kxan	ﻞﯾﺭﻮﺘﮐﺎﻓ
hxic	ﺎﻤﻨﻫﺍﺭ
xlip	ﻝﺎﺒﯿﻟﺍﻭ
dyek	ﯽﯾﺍﺩﺯﻝﺎﮑﺷﺍ
hxop	ساعتمچی
qrot	ﻥﻭﺮﺗﻮﻧ
nwip	ﻢﯿﺑﻮﯿﻧ
hs6t	دستشویی
grem	ﻡﻮﯿﻧﺎﻣﺭﮊ
tles	ﺰﻠﻓﻪﺒﺷ
hp6k	prolativeﺩﺭﻮﻣ
qyin	ﯽﺘﺴﯾﺯﻉﻮﻨﺗ
txak	ﮏﯿﺗﻮﯿﺑﯽﺘﻧﺁ
mlun	عدمتحرک
txan	ﻢﯿﻨﯿﺘﮐﺍ
xran	ﺩﺭﻮﻧﺎﻀﻓ
dres	ﺝﺭﺎﺧﻩﺩﺮﺸﻓﺖﻟﺎﺣﺯﺍ
tr6t	ﻦﯿﻣﺯﻂﯿﺤﻣﺯﺍﻥﻭﺮﯿﺑ
hk6t	ﯽﯾﺎﺘﺸﻫ
hxus	ﻦﮐﺯﺎﺑﻊﺒﻨﻣ
xlat	ﻞﺧ
mraf	ﻥﻮﺗﺍﺭﺎﻣﻭﺩﻪﻘﺑﺎﺴﻣ
ts6n	اواسطبهار
ht6s	ﻢﺴﯿﺗﻭﺍ
nlif	ﻥﺩﺮﮐﻥﻮﯾﻪﺑﻞﯾﺪﺒﺗ
txut	شهرت
hm6n	رهبری
kxis	ﭗﯿﻠﮐﺮﻨﻫ
xrin	تحت
xren	هدایت
bxak	ﻒﻟﺍﺏﻮﭼ
pfos	ﺭﺍﺰﻓﺍﻡﺮﻧﺕﺭﺎﺒﻋ
hvis	ﻉﻮﻓﺪﻣ
hd6n	ﺝﺮﺨﻣ
brum	اتاقهیئتمدیره
hqis	ﺐﺼﻌﺘﻣﺖﺳﺮﭘﻦﻬﯿﻣ
hk6n	ﯼﺭﻭﺁﺩﺮﮔ
xyit	ﻥﺎﮑﻣﺮﯿﯿﻐﺗﺪﯿﻠﮐ
xyin	ﻪﯿﻧﺎﺛﮏﯾ
hxun	پایدارو
hvas	نقش
glok	ﮒﻼﺑﻭ
hvak	ﻢﺧﻭﭻﯿﭘﺮﭘ
pxit	IPﯽﻧﺎﺸﻧ
hvet	ﺐﻨﺟ
xram	ﮓﻧﺮﻠﮔ
hc6n	بدیهی
qran	ﻥﺍﺮﻗ
zyen	ﻥﻮﻧﺰﮔ
hqas	ﺭﺩﻡﺭﻮﺧﯽﻣﻢﺴﻗ
bzas	ﯽﺷﻮﺧﺭﺩﻁﺍﺮﻓﺍﺮﺛﺍﺭﺩﺕﺮﺸﻋﺯﺍﺭﺍﺰﯿﺑ
hj6n	ﺮﯿﻏﻥﺎﺴﻧﺍ
hnof	ﻪﻧﺎﻓﺮﻃ
txas	سازندگان
hbum	ﺍﺩﻮﺑﺐﻫﺬﻣ
ts6s	نزاع
pxin	عناصر
hr6n	ﻩﺮﯿﺟ
hxim	اواسطتابستان
dxit	اواسطزمستان
hxaf	ﻥﺪﯾﻭﺎﮐ
nlus	ﯽﮕﻧﺎﺧﻩﺎﯿﮔ
txap	ﺖﯿﻌﺿﻭﺭﺎﺑ
vrit	ﺪﺴﯾﻮﻨﯿﻣﺰﯿﭼﻥﺍﺮﮕﯾﺩﯼﺎﺠﺑﻪﮑﯿﺴﮐ
kxak	ﻑﺍﺮﻃﺍﺭﺩﻖﻤﺣﺍ
bxin	ﻥﺎﺴﻧﺍﻥﺪﺑ
hqik	ﯽﻧﺍﺭﺎﺑﺱﺎﺒﻟ
hxes	هرتز
hxif	ﻥﺩﺮﮐﻡﺰﯿﺗﻮﻨﭙﯿﻫﺏﺍﻮﺧ
xras	ساعتبهساعت
pl6k	مشاورانحقوقی
dxat	rashness
hxip	ﻦﺗﺩﺎﭘ
vrat	ﻩﺎﺗﻮﮐﺭﺍﻮﻠﺷ
hqek	تغییرشکل
qrit	ﺶﺒﻄﻗ
pxot	ﺖﺴﭘﻩﺭﺍﺩﺍ
hxom	ﻪﺘﺴﮑﺷﻭﻕﺍﺭﻭﺍﺲﻨﺟﺖﺴﭘ
hqic	بازبین
lwun	ﯽﺑﺁﻦﯿﺟﺭﺍﻮﻠﺷ
hp6n	بلوغ
dxan	اتصال
xrak	ﺮﮕﯾﺯﺎﺑﺶﻘﻧ
dxak	ﻑﺩﺎﺼﺗ
hven	ظروف
