hnit	ﺭﺪﺼﻤﻟﺍﺔﻐﻴﺻ
drim	ءﻯﺪﺘﺒﻤﻟﺍ
trem	التجهيزات
tsup	ﻢﻴﻄﺤﺗ
slok	ﻉﺎﻤﺘﺟﻹﺍﻢﻠﻋ
kwoc	ﻉﺮﻗ
bwam	ﺐﺧﺎﻧ
mlok	ﺔﻴﻛﺮﺤﺗ
kyen	ﻲﻤﻴﻠﻗﺇ
hmop	ﺔﻛﺮﺣﺍﺪﻌﺻ
rwek	ءﺍﺭﻮﻟﺍﻰﻟﺍﻊﻠﻄﺘﻣ
kfup	ﺐﻌﻜﻣ
grok	ﺭﺰﺟ
drap	اصطاد
lwis	ﻲﺌﻳﺰﺟ
ksuc	ﺐﺳﺎﺤﻣ
tsop	ﻦﺘﻧ
kyok	ﺭﺎﻴﺧ
nroc	ﺓﺪﺑﺮﻌﻟﺍﺱﻮﻘﻃ
jlot	ﺐﻳﺬﻣ
psof	ﺕﺎﻔﺳﻮﻓ
hgif	ﻦﺘﻓ
kfim	ﻱﻮﻠﻗ
psos	ﺔﻴﻧﺪﺑﺔﺿﺎﻳﺭ
pfen	التحقق
kcom	ﻱﺩﺎﺼﺘﻗﺍﺮﻴﺒﺧ
krom	ﺔﻠﺻﺎﻓ
tluk	ﺺﻠﻤﺗ
hyom	ﺩﻮﻴﻟﺍ
nwuc	ﺔﻛﺮﺣﺭﺍﺪﺤﻧﺍ
gjac	ﺽﺎﻬﺟﺇ
pcom	ﺏﺍﺮﺟ
dzic	ﻢﻤﺼﻣ
grun	ثرثار
dzot	ﺢﻧﺎﻤﻟﺍ
hzek	ﺰﻴﻨﻐﻨﻤﻟﺍ
kfot	ﺢﻴﺗﺎﻔﻤﻟﺍﺔﺣﻮﻟ
jlas	غيرجديربالثقة
lyim	ﺓﻮﻔﺻﺔﺒﺨﻧ
jyen	ين
pcaf	ﺱﺍﻮﻗﺃ
rwip	ﻲﺒﺟﺮﻟﺍ
blip	ﺱﺪﻘﻤﻟﺍﺏﺎﺘﻜﻟﺍ
kyoc	تسبيب
lyon	ﺔﺣﺮﻗ
flis	ﻦﺜﻨﻣ
nrif	ﺏﺎﻋ
kfam	ﺔﻴﻤﻛ
swes	ﺓﺮﺘﺳ
lwon	ﻱﺭﻮﻄﺗ
drec	ﺢﻳﺮﺸﺗ
gjap	منتجعصحي
lyec	ﻲﻄﺧ
tyom	ﻥﻮﻤﻴﺘﻧﻷﺍ
pwuk	superessiveﺔﻟﺎﺣ
flaf	ﺎﻔﻟﺃ
myim	ﻦﻴﺼﺣ
pcek	خطف
bjac	ﺔﻌﺠﻟﺍﻊﻨﺼﻣ
bzac	ﺮﺼﺘﺧﺍ
bzak	ﺏﺭﻮﺟ
twes	ﻥﻮﻳﺰﻔﻠﺗ
dwut	وثائقي
ksom	ﻥﻮﻛ
lyis	ﺕﺎﺑﺎﻐﻟﺍ
lwim	ﻡﻮﻴﻨﻣﻮﻟﻷﺍ
ksok	ﻚﻠﻔﻟﺍﺝﺍﺮﺑﺍ
sruc	الإسراع
dlif	ﻦﻴﻔﻟﺩ
byik	ﻞﺗﺎﻘﻟﺍ
tfec	ﺔﻴﺳﺎﻃﺮﻘﻟﺍ
hjaf	ﺕﺎﻳﺪﺜﻟﺍﻦﻣﻥﺍﻮﻴﺣﻲﻳﺪﺜﻟﺍ
ryok	ﻝﻮﻛﻮﺗﻭﺮﺑ
dwis	ﺪﻴﺴﻛﺃﻲﻧﺎﺛ
jlon	ﻥﻮﻟﻮﻘﻟﺍ
brus	ﺔﻴﻃﺍﺮﻗﻭﺮﻴﺑ
gjak	ﺓﺮﺠﻤﻟﺍ
lyip	ﻱﺮﻳﺮﺳ
ryem	ﻡﻮﻳﺩﺍﺮﻟﺍ
href	ﻞﺨﻠﺨﻣ
prok	ﺔﺟﻼﺛ
slep	شبق
dret	ﺭﺍﺮﻜﺗ
kluk	ﻱﺮﺛﺃ
dlis	خصوصية
kfip	ﻝﻮﺒﻘﻣﺮﻴﻏ
mlec	ﻚﻴﻟﺪﺗ
pfif	ﺔﻔﺻﺍﻮﻣ
nrec	ﻲﺴﺣ
pfet	ﺓﺮﺸﻧ
hzoc	ءﺍﺭﻭﻦﻤﻜﺗ
dlam	منالناحيةالمثالية
nlec	ﻥﺎﺴﻧﻻﺍﻢﻠﻋ
kluc	ﻕﺍﺬﻤﻟﺍﺐﻴﻃ
dyet	ﺓﺭﺎﻴﺳ
tyif	ﺪﻌﺘﻣ
krus	ﺶﻤﻜﻧﺍ
nluc	ﺲﻤﺸﻟﺍﺩﺎﺒﻋ
lyun	ﻥﻮﻳﺃ
zrot	تسلم
ksif	ﺾﺣﺩ
psif	ﺙﺎﻌﺒﻧﺍ
crup	ﻞﺧﺍﺪﺗ
fret	ﻒﺸﺘﻜﻣ
grut	ﺲﻜﻋ
ksec	زميلالدراسة
jric	مسارالرحلة
mrop	ﻒﻳﻭﻭﺮﻜﻴﻤﻟﺍ
srus	ﺩﺮﻃ
gyas	ﺮﻌﺸﻟﺍﻒﻴﻔﺼﺗ
floc	ﻲﺒﻌﺸﻟﺍﺙﺍﺮﺘﻟﺍ
plek	ﻱﺮﻌﺷ
nwop	ﻥﺎﻓﺩﺭ
nrom	مراقب
twos	إرهاب
lwok	ﺭﺎﻌﺷ
dwet	متأخر,بعدفواتالوقت
slem	ﻰﻣﺎﺴﺗ
grip	ءﺍﻮﺷ
gwas	رائع
kwok	ﺖﻟﺎﺑﻮﻜﻟﺍ
gwon	ﺔﺗﺎﺒﻧﻥﺎﻓﻮﺷ
hdop	ﺔﻛﺮﺣﺮﻬﻨﻟﺍ
glam	ﺝﺮﺷ
bwot	ﻱﺮﻘﺑ
bren	ءﺎﻌﻣﺃ
byot	ﻮﻳﺪﻴﻓ
bjik	ﺔﻌﻃﺎﻘﻣ
kwim	ﺮﻴﺼﻗﺭﺎﺒﺘﺧﺍ
cwek	ﻲﻛﻮﻬﻟﺍ
grif	ﺕﺎﺑﺎﺼﻌﻟﺍﺏﺮﺣ
hgem	ﻡﻮﻴﺴﻴﻨﻐﻤﻟﺍ
hyes	ﻲﻋﻭ
fram	صيدلية
nwos	قنوع
ryap	إعادةترتيب
cwim	ﺔﻴﻗﻮﺛﻮﻤﻟﺍ
klep	ﺮﺤﺒﻟﺍﺐﺸﻋ
psec	يوفي
djic	فيجميعأنحاءالعالم
kfut	ﻝﻮﺠﺘﻟﺍﺮﻈﺣ
crep	ﺮﺟﺭﻮﺒﻣﺎﻫ
frim	ﺔﻳﺮﻈﻧ
gjas	ﻞﻌﺷﺃ
hdef	دين
ryum	ﻡﻮﻴﻧﺍﺭﻮﻴﻟﺍ
pluk	ﻢﻴﻴﻘﺗ
krop	ﻖﻴﺴﻨﺗ
nraf	ﺐﺋﺍﺮﻀﻟﺍﻊﻓﺍﺩ
tyes	ﺔﻠﻣﺎﻜﺘﻤﻟﺍ
plip	ﻯﺃﺭ
hgom	ﺎﻣﺎﻏ
hgus	ﺔﺟﺭﺩ
cwuc	ﻥﺎﺨﺳ
zret	ﺡﺮﻃ
nles	ﻞﻠﺤﻤﻟﺍ
trof	ﺪﻌﺘﻣﺮﻴﻏ
hmof	ﻱﺭﺎﺠﺗﻊﻤﺠﻣ
hzim	ﻱﺰﻠﻓﺮﺼﻨﻋﺕﻮﻣﺰﺒﻟﺍ
dzac	العشاء
psok	ﺔﻳﺪﻳﺮﺑﺔﻗﺎﻄﺑ
blon	ءﺎﻘﺘﻟﺍ
djet	ﺩﺮﻄﺘﺳﺍ
ksum	ﻢﻫﺎﺴﻤﻟﺍ
mrup	ﺏﻭﺮﻜﻴﻣ
clif	ﻥﻭﺰﻠﺣ
cloc	ﺔﻴﻠﻜﺷ
tfes	متعهدالحفلات
gjis	ﺰﻨﻴﺟ
jren	المحاذاة
tlep	ﺕﺎﻧﺎﻴﺒﻟﺍﺓﺪﻋﺎﻗ
kcup	كوبون
glot	الجهداالكهربى
glut	ﺔﺒﺳﺎﺣﺔﻟﺁ
srep	ﻲﻧﻭﺮﺘﻜﻟﻹﺍءﺎﻀﻔﻟﺍ
nwes	ﺮﻤﺜﺘﺴﻣ
ksef	ﺔﻴﻨﻴﺳﺔﻌﺷﺃ
bzis	ﺓﺮﻴﺷﺄﺗ
frut	ﺔﻴﺘﺤﺗﺔﻴﻨﺑ
nyuk	ﺔﻋﺍﺮﻳ
dyik	ﻒﺷﺎﻛ
plec	ﻖﺼﻟ
brom	ﻡﻭﺮﺒﻟﺍ
plop	ﻡﻮﻳﺩﻼﺒﻟﺍ
zlik	ﻥﻮﻜﻴﻠﻴﺴﻟﺍ
flut	فولت
ksop	ﻲﻠﻴﻤﺠﺗ
gjun	الاستمالة
kfok	ﻕﺍﻮﻓ
hpof	ﺭﺎﺸﻔﻟﺍ
hzuk	ﻥﺍﻮﻴﺣﺔﻘﻳﺪﺣ
nyoc	ﻡﻮﻬﻔﻣ
jwak	ﺎﻏﻮﻴﻟﺍ
brim	ﻡﻮﻳﺭﺎﺒﻟﺍ
kles	ﻪﺳﺃﺭﻊﻄﻗ
mwam	ﻢﻌﻧ
fwik	الالعابالنارية
djas	ﺯﺎﺠﻟﺍﻰﻘﻴﺳﻮﻣ
dyim	ﻲﻌﻤﺳ
tsum	ﻦﺘﺴﻐﻨﺘﻟﺍ
drip	ﻪﺑﺎﻌﻟﻝﺎﺳ
lyaf	ﺔﻘﻠﻄﻤﻟﺍﺔﺟﻭﺰﻟﺍﺔﻘﻔﻧ
prom	ﺞﻣﺮﺒﻣ
nrup	ﻝﺎﺧﺩﺇ
hfes	ﻲﺳﺎﻜﻌﻧﺍ
rwaf	ﻥﺍﻮﺤﻗﺃ
dlen	ﻖﻴﺛﻮﺗ
byas	ﺡﺎﻘﻟ
fron	ﻦﻳﻭﺮﻴﻬﻟﺍ
dluk	قطعالاتصال
dyun	ﺺﻴﺨﺸﺗ
flap	ﺪﻠﺠﻣ
kfet	ﺩﻮﺛﺎﻜﻟﺍﺔﻌﺷﺃ
dlim	ﺔﻴﺟﻮﻟﻮﻳﺪﻳﺃ
prek	ﺕﺍﺭﺎﻴﺳﻒﻗﻮﻣ
syoc	ﺔﻄﻘﻟ
slus	إمكانيةالوصول
nlos	ﻞﻣﺃﺔﺒﻴﺧ
mlen	ﻡﻮﻴﻨﻴﻠﻴﺴﻟﺍﺮﺼﻨﻋ
pres	ﺓﺮﺸﻗ
hlof	ﺖﻳﺮﺒﻛ
nlek	ﺭﺎﻴﺗﺔﻣءﻼﻣﺔﻣﻼﻋ
gwot	ﺭﺎﻄﻣ
mwip	ﻝﺎﺟﺩ
klop	ﺭﻮﺻﺮﺻ
kwom	ﻡﻭﺮﻜﻟﺍ
hl6t	ﺮﺘﻟ
nwec	ﻚﻟﺫﻦﻣﻢﻏﺮﻟﺍﻰﻠﻋ
glip	ﻱﺭﻭﺩ
nrop	كشفرواتب
crum	ﻥﻮﻣﺮﻫ
dlep	مطور
frot	ﻡﺮﺧ
bwoc	ﺐﻳﺮﺨﺗ
fwis	ﺔﻳﻮﺴﻧ
djok	ﺪﺣﻭ
draf	ﺚﻳﺪﺤﺗ
trum	ﻑﺮﻄﺘﻣ
graf	ﺔﻴﻣﺯﺭﺍﻮﺧ
lwes	ﺭﺰﻴﻠﻟﺍ
mlem	ﺮﺘﻤﻴﻠﻠﻣ
flen	ﻲﻨﺛ
zlot	ﺩﻮﻧﻷﺍ
swok	ﺐﺒﻜﺗ
klec	الكلبمتعب
pwim	ﻰﺋﺰﺟﻡﺍﻭﺩ
htuf	ﺔﻧﻮﺗ
fyis	مصفاة
lwet	ﺔﻴﺳﺎﺴﺣ
mrem	ﺔﻳﺰﻛﺮﻤﻟﺍ
jwic	تجديد
droc	ﺮﻫﺎﻈﺘﻣ
clem	ﻡﻮﻴﻠﻴﻬﻟﺍ
dzik	ﺔﻐﻠﻟﺍﻲﺋﺎﻨﺛ
psem	ﺎﻣﺯﻼﺑ
hjom	ﻡﻮﺳﻮﻣﻭﺮﻛ
rwuc	ﻲﺒﻴﺗﺮﺗ
tyus	ﺢﻴﺤﺻﺩﺪﻋ
klom	ﺮﺘﻣﻮﻠﻴﻛ
hfos	ﺲﻛﺎﻔﻟﺍ
nwek	ﺔﺛﺍﺭﻮﻟﺍﻢﻠﻋ
jrap	ﻲﻏﺍﺮﺑﻚﻔﻣ
zwas	ﺕﻼﺒﻘﻣ
bwok	ﻲﻠﻛﻭﺮﺑ
dwap	محول
syem	ﻱﺫﺆﻣﺪﻳﺮﺑ
blek	ﺕﻼﻗﺎﻧ
tlus	ﻚﻴﺘﻜﺗ
pyif	غيرمحدد
cwoc	ﺎﻨﺴﺣ
mrep	أمبير
hbem	ﻦﻴﻣﺎﺘﻴﻓ
hxan	بواب
hxut	دعم
hk6m	ﻡﻮﻴﻣﺩﺎﻜﻟﺍ
hxin	تزامن
txin	ﻡﻮﻴﻧﺎﺘﻴﺘﻟﺍ
kxin	كيلو
klum	ﻊﺟﺎﺿ
xlis	ﺔﻴﻠﻣﺮﻟﺍﺔﻋﺎﺴﻟﺍ
hqak	ﻱﻮﺤﻧ
hxat	الإبداع
hxik	الكتابالإلكتروني
hxas	مكانالعمل
bxon	ﻥﻭﺭﻮﺒﻟﺍ
dxin	الحث
hxit	ﺮﺘﺑﻮﻜﻴﻠﻫ
tlum	ﺢﺋﺎﻔﺻﻭﺫﻊﻣﻻﻥﺪﻌﻣ
txit	ﺔﻳﺎﻬﻨﻟﺍﻂﺧ
kxat	ﺪﺴﻛﺃ
hvik	ﺓﺍﺫﺎﺤﻣ
nluk	ﺔﻳﺮﻇﺎﻨﺘﻟﺍ
nyem	ﺮﺘﻤﻴﺘﻨﺳ
hm6t	ﻡﻮﻨﻳﺪﺒﻴﻟﻮﻤﻟﺍ
hl6m	ﻡﻮﻴﺜﻴﻠﻟﺍ
ht6t	ﺓﺩﺪﻌﺘﻤﻟﺍﻂﺋﺎﺳﻮﻟﺍ
xlit	ﺔﻳﺭﺍﺮﺣﺓﺮﻌﺳ
ryop	ﻲﻟﺁﻥﺎﺴﻧﺇ
pxas	ﻲﻧﻻﺪﻴﺻ
hxak	ﻰﻟﺰﻨﻤﻟﺍﺐﺟﺍﻮﻟﺍ
lwif	ظرفي
grim	ﺕﺎﻴﺿﺎﻳﺮﻟﺍﻲﻓﻢﺛﺭﺎﻏﻮﻠﻟﺍ
hqat	ﻲﺒﻨﻟﺍﺱﺮﻓ
qlit	ﺔﺌﻴﺒﻟﺍﻢﻠﻋ
xlik	ﻚﻨﺤﻤﻟﺍ
mlep	ﺐﻟﺎﻗ
hqit	النشاطالإشعاعي
kxim	ﻡﺍﺮﻏﻮﻠﻴﻛ
hxen	مستأجر
hxot	ﻞﻛﻷﺍﻲﻓﺩﺍﺯ
kyif	الناسخة
fwet	ﺔﻴﻧﺎﺠﻣ
txet	ﺔﻴﻋﺮﻔﻟﺍﺔﻋﻮﻤﺠﻤﻟﺍ
hs6n	ﻲﻠﺴﻠﺴﺗ
hxet	ﺲﺴﺠﺗ
xrat	ﺮﻌﺷﺔﻗﻼﺣ
hqan	ﻲﻓﻊﻤﺟ
hr6t	ﻡﻮﻳﺪﻳﺮﻳﻻﺍ
bxat	ﻱﺩﺩﺮﺘﻟﺍﻕﺎﻄﻨﻟﺍﺽﺮﻋ
dxet	ﺐﺘﻜﻤﻟﺍﺢﻄﺳ
hxis	ﻲﺳﻷﺍ
hxok	ﻰﺴﻴﺋﺮﻟﺍﺰﻛﺮﻤﻟﺍ
hxek	ﻪﻧﺎﻜﻣﺮﻴﻏﻲﻓءﻲﺸﻟﺍﻊﺿﻭ
srem	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻳﺮﻴﺴﻟﺍ
hp6t	partitive
pxik	partitiveﺔﻟﺎﺣ
kxet	ﺖﻴﺳﺎﻛ
pruk	ﺖﻛﺭﺎﻣﺮﺑﻮﺳ
hvit	ﺓﺩﺍﺭﻹﺍﺓﻮﻗ
xlin	ﺎﻴﻟﺎﺣ
frip	ﺮﻴﻔﺸﺘﻟﺍ
hvep	زادالأجر
hxon	ﻦﻣﺍﺰﺗ
kxit	ﻢﻴﻈﻌﺗ
hqin	ﺓﻭﺪﻧ
tr6n	ستيريو
ht6n	ﻞﻔﻗ
hvat	القادمة
sl6s	درجةمئوية
hn6n	ﻥﻮﻴﻧ
ts6t	ﻝﺎﻳﺭﺓﺮﻣ
hvin	تبسيط
pxat	كشكالصحف
myoc	ﺓﺪﺣﻭ
ps6s	ﺔﻧﻭﺮﻜﻌﻣ
bwek	ﺔﺒﻴﻘﺣ
dlok	فاخر
fraf	ﺔﻳﺎﻤﺤﻟﺍﺭﺍﺪﺟ
hr6k	ﺔﻳﺮﺛﺃﺔﻌﻄﻗ
txat	موعدالغذاء
hqon	ﻞﺑﺍﻮﺗ
pxun	ﻡﻮﻴﻧﻮﺗﻮﻠﺒﻟﺍ
ks6n	ﻞﻤﻌﻟﺍﺔﻄﺤﻣ
slef	ﻰﺋﺎﺑﺮﻬﻛﻢﻠﺳ
xrit	ﺊﻃﺎﺸﻟﺍﺱﺭﺎﺣﺎﻳ
hvut	ازدحم
xrim	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻳﺮﺘﻳﻻﺍ
hx6t	ﺩﺎﻳﺩﺯﻼﻟﻞﺑﺎﻗ
hqum	ﻡﺪﺨﺘﺴﻤﻟﺍﻢﺳﺍ
hl6n	المبيعات
gron	ﻥﻮﺟﺭﻷﺍ
pxan	الترويجية
hvac	ﻕﺎﺒﻃﺃﺔﻟﺎﺴﻏ
xlan	ﺔﻤﻟﻮﻌﻟﺍ
txon	ﻲﺟﻮﻤﻟﺍﻝﻮﻄﻟﺍ
xrik	ﺮﻳﻭﺪﺗﺓﺩﺎﻋﺇ
hxap	ﺮﻬﻇﺔﺒﻴﻘﺣ
hxac	ءﺪﺑﺓﺩﺎﻋﺇ
xyat	ﻲﺳﻭﺮﻴﻔﻟﺍﺪﺒﻜﻟﺍﺏﺎﻬﺘﻟﺍ
cwep	راتب
hxos	ﺮﻳﺪﺘﺴﻣءﻮﺘﻧ
txif	ﻑﺮﺤﻣ
qlat	سمسارعقارات
txot	منتصفالخريف
hxam	ﻡﺍﺮﻐﻴﻠﻣ
pxis	ﻞﺴﻜﺑ
pwif	معاينة
txam	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻟﺎﺘﻨﺘﻟﺍ
myek	ديناميحراري
hbop	ﻢﺤﺘﻘﻳ
hqot	ﺏﺍﺬﻤﻟﺍ
xlic	ﻦﻳﺪﻌﻘﻤﻠﻟﻲﺳﺮﻛ
gxit	ﺔﻴﻋﺎﻤﺟﺓﺩﺎﺑﺇ
hvan	مكافحةالحرائق
glim	ﺭﺩﺎﻧﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻟﺎﻐﻟﺍ
pfop	ﺔﻌﻗﺮﻓﻕﻮﻓ
hzum	ﻡﻮﻴﻧﻮﻛﺭﺰﻟﺍ
xlon	الخطالساخن
qlin	ﺔﻴﻄﺨﻟﺍﺮﻴﻏ
kxam	ﻡﻮﻳﺪﻧﺎﻜﺳ
blim	ﻡﻮﻴﻠﻳﺮﺒﻟﺍ
kxik	ﻦﻳﻮﻜﺗ
nr6n	ﺔﻴﺒﺼﻌﻟﺍﺎﻳﻼﺨﻟﺍ
hpef	ﻱﺩﺎﻨﺳﺇ
hruf	ﻪﻴﺟﻮﺘﻟﺍﺯﺎﻬﺟ
kxan	ﺏﻭﺮﻀﻣ
hxic	ﻲﻬﻴﺟﻮﺘﻟﺍ
xlip	ﺓﺮﺋﺎﻄﻟﺍﺓﺮﻜﻟﺍ
dyek	ﺢﻴﺤﺼﺘﻟﺍ
hxop	ساعةاليد
qrot	ﻥﻭﺮﺗﻮﻴﻨﻟﺍ
nwip	ﻡﻮﻴﺑﻮﻴﻨﻟﺍ
hs6t	غرفةالاستراحة
grem	ﻡﻮﻴﻧﺎﻣﺮﺠﻟﺍ
tles	ﺰﻠﻓﻻ
hp6k	prolativeﺔﻟﺎﺣ
qyin	ﻲﺟﻮﻟﻮﻴﺒﻟﺍﻉﻮﻨﺘﻟﺍ
txak	ﻱﻮﻴﺣﺩﺎﻀﻣ
mlun	تجميد
txan	ﻁﺎﺸﻨﻟﺍﻲﻋﺎﻌﺷﺇﺮﺼﻨﻋﻡﻮﻴﻨﻴﺘﻛﻷﺍ
xran	ءﺎﻀﻓﺪﺋﺍﺭ
dres	ﻂﻐﻀﻟﺍﻝﺍﺯﺃ
tr6t	ﺽﺭﻷﺍﺝﺭﺎﺧ
hk6t	ﺔﻴﻧﺎﻤﺛﺔﻋﻮﻤﺠﻣ
hxus	ﺢﺘﻓﺭﺪﺼﻣ
xlat	ﺭﺍﻮﻃﻷﺍﺐﻳﺮﻏ
mraf	ﻥﻮﺛﺍﺭﺎﻣ
ts6n	منتصفالربيع
ht6s	ﺪﺣﻮﺘﻟﺍﺽﺮﻣ
nlif	ﻦﻳﺄﺗ
txut	الوجيه
hm6n	انبعاث
kxis	ﺔﺻﺎﺼﻗﻦﻓ
xrin	تمر
xren	إعادةتوجيه
bxak	ﺔﻴﻌﺟﺮﻤﻟﺍ
pfos	ﺪﻳﺆﻤﻟﺍﺓﺭﺎﺒﻌﻟﺍ
hvis	ﺯﺍﺮﺒﻟﺍ
hd6n	ﻢﺳﺎﻗ
brum	مجلسالإدارة
hqis	ﻲﻨﻃﻮﻟﺍﺐﺼﻌﺘﻟﺍﻲﻓﻲﻟﺎﻐﻤﻟﺍﻲﻨﻴﻓﻮﺸﻟﺍ
hk6n	ﻊﻤﺟ
xyit	ﺮﻴﻐﺗﺡﺎﺘﻔﻣ
xyin	ﺓﺪﺣﺍﻭﺔﻴﻧﺎﺛ
hxun	الاقتيات
hvas	الأدوار
glok	ﺔﻧﻭﺪﻣ
hvak	ﺕﺎﺟﺮﻌﺘﻟﺍ
pxit	ﺔﻳﺮﻜﻔﻟﺍﺔﻴﻜﻠﻤﻟﺍﻥﺍﻮﻨﻋ
hvet	ﺭﺍﻮﺠﺑ
xram	ﻢﻃﺮﻘﻟﺍ
hc6n	وضوح
qran	ﻢﻳﺮﻜﻟﺍﻥﺁﺮﻘﻟﺍ
zyen	ﻥﻮﻨﻳﺯ
hqas	ﻲﻓﻢﺴﻗﺃ
bzas	ﺕﺍﺬﻠﻤﻟﺍﻦﻣﻞﻠﻣ
hj6n	ﺮﻴﻏﻥﺎﺴﻧﻻﺍ
hnof	ﻡﺰﻠﻣﺮﻴﻏ
txas	صناع
hbum	ﺔﻳﺫﻮﺒﻟﺍ
ts6s	متشاجر
pxin	المكونات
hr6n	ﺔﺼﺣ
hxim	منتصفالصيف
dxit	منتصفالشتاء
hxaf	ﺮﻔﺣ
nlus	ﻝﺰﻨﻣﻊﻨﺼﻣ
txap	ﺔﻟﺎﺤﻟﺍﺭﺎﺑ
vrit	ﻥﻮﻄﻌﻳ
kxak	ﺎﻬﻟﻮﺣﻉﺍﺪﺧ
bxin	ﻢﺴﺠﻟﺍﻱﺮﺸﺒﻟﺍ
hqik	ﺮﻄﻤﻟﺍﻦﻣﻕﺍﻭﻒﻄﻌﻣ
hxes	الموجهالهرتزى
hxif	ﺎﻴﺴﻴﻃﺎﻨﻐﻣﻡﻮﻧ
xras	باستمرار
pl6k	شبه
dxat	تهور
hxip	ﺩﺎﻀﻤﻟﺍﻢﺴﺠﻟﺍ
vrat	ﺓﺮﻴﺼﻘﻟﺍﻞﻳﻭﺍﺮﺴﻟﺍ
hqek	إعادةتشكيل
qrit	ﺔﻴﺒﻄﻗ
pxot	ﺪﻳﺮﺒﻟﺍﺐﺘﻜﻣ
hxom	ﺓﺩﺮﺧﺪﻳﺮﺑ
hqic	مراجع
lwun	ﻕﺭﺯﺃﺰﻨﻴﺟ
hp6n	إنضاج
dxan	ربط
xrak	ﻞﺜﻤﻤﻟﺍﺭﻭﺩ
dxak	ﺙﺩﺎﺣ
hven	حاويات
mwap	ﻂﻳﺮﺸﻟﺍﻲﻟﺰﻬﻟﺍ
qlan	ﻥﺍﻮﻟﻻﺍﻰﻤﻋ
xros	تعري
srom	صالةعرض
hc6t	الدردشة
qrat	ﺐﻘﻋﻰﻠﻋﺎﺳﺃﺭ
hn6t	ﺖﺒﻛ
hqet	ﻲﻧﻭﺮﺘﻜﻟﺍﻊﻗﻮﻣ
fres	جمعالتبرعات
froc	تزوير
xlak	ﻲﺒﻌﺸﺘﻟﺍﻁﺎﺒﺗﺭﻻﺍ
vlat	طلاقة
dvan	النزول
gxin	قهر
ryes	ﻝﺎﺒﻘﺘﺳﺍﻒﻇﻮﻣ
kxot	موصلات
xyan	ترسيمالحدود
vlan	معلن
ryom	ﻡﻮﻳﺭﻮﺜﻟﺍﺓﺭﺫ
hluf	ﺔﺧﻮﺨﻴﺸﻟﺍ
hquk	ﻦﻘﺣ
lyum	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﻠﺜﻟﺍﺓﺭﺫ
tyem	ﻱﺰﻠﻓﺮﺼﻨﻋﻡﻮﻴﺑﺮﺘﻟﺍﺓﺭﺫ
hp6m	ﻡﻮﻴﻤﻳﺩﻮﻴﺳﺍﺮﺒﻟﺍ
txic	ﺔﻴﺴﻴﺋﺮﻟﺍﺔﺤﻔﺼﻟﺍﺔﺤﻔﺻ
mros	ﻖﺋﺎﺳ
dyam	ﻡﻮﻳﺩﻭﺮﻟﺍﺓﺭﺫ
pc6n	ﺔﺑﺮﺠﺘﻟﺍﺩﺪﻋ
nyos	ﺩﺭﺍﻮﻟﺍﻕﻭﺪﻨﺻ
pyek	ﻲﺋﻮﺿﻑﺎﺸﻛ
kxon	ﻱﺯﺎﻏﺮﺼﻨﻋﻥﻮﺘﺑﺮﻜﻟﺍ
hxuc	إنقاذ
qrik	ﻱﺰﻛﺮﻣﺔﻟﺎﺣ
xwin	قلةخبرة
kxic	ﺔﻳﺎﻔﻃ
hvot	ﻂﻄﺨﻣ
dxot	ﻱﺩﺎﺑﺯ
hqut	ﻞﺠﺳﺝﺭﺎﺧ
pxen	مصلحي
drok	ﻑﺪﻫﻞﻐﺸﻣ
flon	ﻝﻮﻤﺤﻣﻥﻮﻔﻴﻠﺗ
txos	ﻂﺳﻭﺕﻮﺻ
hqok	ﻑﺮﺤﻨﻣﺔﻟﺎﺣ
xwik	ﺾﻳﺮﻤﻟﺍﺔﻟﺎﺣ
hx6n	hodiernalﻞﺒﻗ
txik	ﺔﺑﺎﺒﺴﻟﺍ
hqen	مرسل
mlap	ﺔﺜﻴﺒﺨﻟﺍﺕﺎﻴﺠﻣﺮﺒﻟﺍ
hvun	ضغطأخلاقي
hvon	ﺝﺭﺎﺧءﺍﺪﺗﺭﺍ
vran	ﻞﻗﺎﻨﻟﺍﻲﻧﻭﺮﺘﻜﻟﻹﺍ
pfes	ﻰﻌﻣﺎﺟﺭﻮﺘﻛﺩ
pwip	ﺮﻋﺎﺷ
hqam	ﻞﺣ-ﻒﺸﺘﻛﺍ
gxat	شرعية
ks6t	ﺐﺒﺴﻣ
vrin	المجند
kxip	ﺔﺻﺎﺼﻗﺲﻠﺠﻣ
sr6n	ﺾﻓﺍﺭ
vlit	مثمن
tyup	ﺔﻴﺣﺎﺿ
mrom	ﻢﻴﻓﺮﻣ
xron	سماعة
gxak	تكلفة
hrof	ﺓﺩﺍﻭﺮﻃﻥﺎﺼﺣﻥﺎﺼﺣ
xlas	ﻝﻮﻠﺸﻣ
dzet	تجديدالطلاء
txac	استسلام
xrot	غيرمستعمل
txis	ﺔﻄﻘﻧﺔﻓﻮﻔﺼﻣ
syif	ﻲﺳﺕﺍﺪﺣﻮﻟﺍ
xrac	ﺊﺟﺎﻔﻣﻞﻜﺸﺑ
